task_id,fold,method,gold_count,is_multi_skill,retrieved_ids,gold_ids,hit_ids,top1_is_gold,any_gold_coverage,complete_gold_coverage,gold_recall,skill_precision,extra_skill_count,context_tokens_approx,underload
adaptive-cruise-control,0,bm25_top10,5,1,benchflow-ai--csv-processing|benchflow-ai--yaml-config|jeremylongshore--yaml-config-validator|benchflow-ai--pid-controller|jeremylongshore--time-series-decomposer|benchflow-ai--imc-tuning-rules|HeshamFS--post-processing|jackspace--yaml-config-helper|laurigates--yq-yaml-processing|famaoai-creator--data-transformer,benchflow-ai--csv-processing|benchflow-ai--pid-controller|benchflow-ai--simulation-metrics|benchflow-ai--vehicle-dynamics|benchflow-ai--yaml-config,benchflow-ai--csv-processing|benchflow-ai--yaml-config|benchflow-ai--pid-controller,1,1,0,0.6,0.3,7,7178,1
adaptive-cruise-control,0,hybrid_top10,5,1,benchflow-ai--yaml-config|jackspace--yaml-config-helper|famaoai-creator--data-transformer|laurigates--yq-yaml-processing|HeshamFS--post-processing|benchflow-ai--csv-processing|jeremylongshore--yaml-config-validator|0xdarkmatter--data-processing|benchflow-ai--imc-tuning-rules|benchflow-ai--pid-controller,benchflow-ai--csv-processing|benchflow-ai--pid-controller|benchflow-ai--simulation-metrics|benchflow-ai--vehicle-dynamics|benchflow-ai--yaml-config,benchflow-ai--yaml-config|benchflow-ai--csv-processing|benchflow-ai--pid-controller,1,1,0,0.6,0.3,7,7342,1
adaptive-cruise-control,0,graph_semantic_seed3,5,1,benchflow-ai--yaml-config|jackspace--yaml-config-helper|famaoai-creator--data-transformer|laurigates--yq-yaml-processing|jeremylongshore--yaml-config-validator|vamseeachanta--yaml-configuration|d-o-hub--yaml-validator|jeremylongshore--yaml-master|massgen--massgen-config-creator|0xdarkmatter--data-processing,benchflow-ai--csv-processing|benchflow-ai--pid-controller|benchflow-ai--simulation-metrics|benchflow-ai--vehicle-dynamics|benchflow-ai--yaml-config,benchflow-ai--yaml-config,1,1,0,0.2,0.1,9,10976,1
adaptive-cruise-control,0,graph_metadata_seed3,5,1,benchflow-ai--yaml-config|jackspace--yaml-config-helper|famaoai-creator--data-transformer|laurigates--yq-yaml-processing|HeshamFS--post-processing|benchflow-ai--csv-processing|jeremylongshore--yaml-config-validator|0xdarkmatter--data-processing|massgen--massgen-config-creator|benchflow-ai--imc-tuning-rules,benchflow-ai--csv-processing|benchflow-ai--pid-controller|benchflow-ai--simulation-metrics|benchflow-ai--vehicle-dynamics|benchflow-ai--yaml-config,benchflow-ai--yaml-config|benchflow-ai--csv-processing,1,1,0,0.4,0.2,8,7983,1
adaptive-cruise-control,0,graph_all_content_seed3,5,1,benchflow-ai--yaml-config|jackspace--yaml-config-helper|famaoai-creator--data-transformer|laurigates--yq-yaml-processing|jeremylongshore--yaml-config-validator|massgen--massgen-config-creator|vamseeachanta--yaml-configuration|d-o-hub--yaml-validator|jeremylongshore--yaml-master|0xdarkmatter--data-processing,benchflow-ai--csv-processing|benchflow-ai--pid-controller|benchflow-ai--simulation-metrics|benchflow-ai--vehicle-dynamics|benchflow-ai--yaml-config,benchflow-ai--yaml-config,1,1,0,0.2,0.1,9,10976,1
adaptive-cruise-control,0,graph_cv_corequired_seed3,5,1,benchflow-ai--yaml-config|jackspace--yaml-config-helper|famaoai-creator--data-transformer|laurigates--yq-yaml-processing|HeshamFS--post-processing|benchflow-ai--csv-processing|jeremylongshore--yaml-config-validator|0xdarkmatter--data-processing|benchflow-ai--imc-tuning-rules|benchflow-ai--pid-controller,benchflow-ai--csv-processing|benchflow-ai--pid-controller|benchflow-ai--simulation-metrics|benchflow-ai--vehicle-dynamics|benchflow-ai--yaml-config,benchflow-ai--yaml-config|benchflow-ai--csv-processing|benchflow-ai--pid-controller,1,1,0,0.6,0.3,7,7342,1
adaptive-cruise-control,0,graph_cv_all_seed3,5,1,benchflow-ai--yaml-config|jackspace--yaml-config-helper|famaoai-creator--data-transformer|laurigates--yq-yaml-processing|jeremylongshore--yaml-config-validator|massgen--massgen-config-creator|vamseeachanta--yaml-configuration|d-o-hub--yaml-validator|jeremylongshore--yaml-master|0xdarkmatter--data-processing,benchflow-ai--csv-processing|benchflow-ai--pid-controller|benchflow-ai--simulation-metrics|benchflow-ai--vehicle-dynamics|benchflow-ai--yaml-config,benchflow-ai--yaml-config,1,1,0,0.2,0.1,9,10976,1
adaptive-cruise-control,0,graph_cv_all_seed5,5,1,benchflow-ai--yaml-config|jackspace--yaml-config-helper|famaoai-creator--data-transformer|laurigates--yq-yaml-processing|HeshamFS--post-processing|vamseeachanta--yaml-configuration|jeremylongshore--yaml-config-validator|d-o-hub--yaml-validator|jeremylongshore--yaml-master|0xdarkmatter--data-processing,benchflow-ai--csv-processing|benchflow-ai--pid-controller|benchflow-ai--simulation-metrics|benchflow-ai--vehicle-dynamics|benchflow-ai--yaml-config,benchflow-ai--yaml-config,1,1,0,0.2,0.1,9,11837,1
adaptive-cruise-control,0,graph_cv_prune_top20,5,1,benchflow-ai--yaml-config|jackspace--yaml-config-helper|famaoai-creator--data-transformer|laurigates--yq-yaml-processing|jeremylongshore--yaml-config-validator|massgen--massgen-config-creator|vamseeachanta--yaml-configuration|jeremylongshore--yaml-master|0xdarkmatter--data-processing|HeshamFS--post-processing,benchflow-ai--csv-processing|benchflow-ai--pid-controller|benchflow-ai--simulation-metrics|benchflow-ai--vehicle-dynamics|benchflow-ai--yaml-config,benchflow-ai--yaml-config,1,1,0,0.2,0.1,9,10806,1
adaptive-cruise-control,0,graph_transductive_upper_bound,5,1,benchflow-ai--yaml-config|jackspace--yaml-config-helper|famaoai-creator--data-transformer|benchflow-ai--csv-processing|benchflow-ai--pid-controller|laurigates--yq-yaml-processing|benchflow-ai--simulation-metrics|jeremylongshore--yaml-config-validator|massgen--massgen-config-creator|benchflow-ai--vehicle-dynamics,benchflow-ai--csv-processing|benchflow-ai--pid-controller|benchflow-ai--simulation-metrics|benchflow-ai--vehicle-dynamics|benchflow-ai--yaml-config,benchflow-ai--yaml-config|benchflow-ai--csv-processing|benchflow-ai--pid-controller|benchflow-ai--simulation-metrics|benchflow-ai--vehicle-dynamics,1,1,1,1.0,0.5,5,6002,0
civ6-adjacency-optimizer,0,bm25_top10,4,1,benchflow-ai--hex-grid-spatial|vamseeachanta--json-config-loader|b-open-io--decode-bsv-transaction|benchflow-ai--civ6lib|aj-geddes--model-hyperparameter-tuning|joabgonzalez--ag-grid|benchflow-ai--map-optimization-strategy|harryoung--excel-parser|basher83--python-json-parsing|tondevrel--ortools,benchflow-ai--civ6lib|benchflow-ai--hex-grid-spatial|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|benchflow-ai--map-optimization-strategy,1,1,0,0.75,0.3,7,18673,1
civ6-adjacency-optimizer,0,hybrid_top10,4,1,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|harryoung--excel-parser|frontboat--h3-js|benchflow-ai--map-optimization-strategy|jezweb--color-palette|b-open-io--decode-bsv-transaction|benchflow-ai--parallel-processing|sickn33--vexor|vamseeachanta--parallel-file-processor,benchflow-ai--civ6lib|benchflow-ai--hex-grid-spatial|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|benchflow-ai--map-optimization-strategy,1,1,0,0.75,0.3,7,18032,1
civ6-adjacency-optimizer,0,graph_semantic_seed3,4,1,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|harryoung--excel-parser|frontboat--h3-js|benchflow-ai--map-optimization-strategy|aws-samples--file-processing|jezweb--color-palette|b-open-io--decode-bsv-transaction|curiouslearner--csv-processor|benchflow-ai--parallel-processing,benchflow-ai--civ6lib|benchflow-ai--hex-grid-spatial|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|benchflow-ai--map-optimization-strategy,1,1,0,0.75,0.3,7,18086,1
civ6-adjacency-optimizer,0,graph_metadata_seed3,4,1,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|harryoung--excel-parser|frontboat--h3-js|benchflow-ai--map-optimization-strategy|jezweb--color-palette|b-open-io--decode-bsv-transaction|benchflow-ai--parallel-processing|sickn33--vexor|vamseeachanta--parallel-file-processor,benchflow-ai--civ6lib|benchflow-ai--hex-grid-spatial|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|benchflow-ai--map-optimization-strategy,1,1,0,0.75,0.3,7,18032,1
civ6-adjacency-optimizer,0,graph_all_content_seed3,4,1,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|harryoung--excel-parser|frontboat--h3-js|benchflow-ai--map-optimization-strategy|aws-samples--file-processing|jezweb--color-palette|b-open-io--decode-bsv-transaction|curiouslearner--csv-processor|onewave-ai--csv-excel-merger,benchflow-ai--civ6lib|benchflow-ai--hex-grid-spatial|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|benchflow-ai--map-optimization-strategy,1,1,0,0.75,0.3,7,19311,1
civ6-adjacency-optimizer,0,graph_cv_corequired_seed3,4,1,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|harryoung--excel-parser|frontboat--h3-js|benchflow-ai--map-optimization-strategy|jezweb--color-palette|b-open-io--decode-bsv-transaction|benchflow-ai--parallel-processing|sickn33--vexor|vamseeachanta--parallel-file-processor,benchflow-ai--civ6lib|benchflow-ai--hex-grid-spatial|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|benchflow-ai--map-optimization-strategy,1,1,0,0.75,0.3,7,18032,1
civ6-adjacency-optimizer,0,graph_cv_all_seed3,4,1,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|harryoung--excel-parser|frontboat--h3-js|benchflow-ai--map-optimization-strategy|aws-samples--file-processing|jezweb--color-palette|b-open-io--decode-bsv-transaction|curiouslearner--csv-processor|onewave-ai--csv-excel-merger,benchflow-ai--civ6lib|benchflow-ai--hex-grid-spatial|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|benchflow-ai--map-optimization-strategy,1,1,0,0.75,0.3,7,19311,1
civ6-adjacency-optimizer,0,graph_cv_all_seed5,4,1,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|harryoung--excel-parser|frontboat--h3-js|benchflow-ai--map-optimization-strategy|aws-samples--file-processing|jezweb--color-palette|b-open-io--decode-bsv-transaction|curiouslearner--csv-processor|onewave-ai--csv-excel-merger,benchflow-ai--civ6lib|benchflow-ai--hex-grid-spatial|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|benchflow-ai--map-optimization-strategy,1,1,0,0.75,0.3,7,19311,1
civ6-adjacency-optimizer,0,graph_cv_prune_top20,4,1,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|harryoung--excel-parser|frontboat--h3-js|benchflow-ai--map-optimization-strategy|aws-samples--file-processing|jezweb--color-palette|b-open-io--decode-bsv-transaction|benchflow-ai--parallel-processing|sickn33--vexor,benchflow-ai--civ6lib|benchflow-ai--hex-grid-spatial|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|benchflow-ai--map-optimization-strategy,1,1,0,0.75,0.3,7,12960,1
civ6-adjacency-optimizer,0,graph_transductive_upper_bound,4,1,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|harryoung--excel-parser|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser|frontboat--h3-js|aws-samples--file-processing|jezweb--color-palette|b-open-io--decode-bsv-transaction|curiouslearner--csv-processor,benchflow-ai--civ6lib|benchflow-ai--hex-grid-spatial|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser,benchflow-ai--hex-grid-spatial|benchflow-ai--civ6lib|benchflow-ai--map-optimization-strategy|benchflow-ai--sqlite-map-parser,1,1,1,1.0,0.4,6,18615,0
crystallographic-wyckoff-position-analysis,0,bm25_top10,2,1,sunholo-data--parser-developer|googleworkspace--gws-workflow-file-announce|m1heng--feishu-drive|openclaw--feishu-drive|louloulin--kelly-position|jeremylongshore--email-parser|jeremylongshore--pdf-parser|constructive-io--pgsql-parser-testing|terrylica--disk-hygiene|prometheas-labs--moonrepo-project-config,benchflow-ai--pymatgen|benchflow-ai--sympy,,0,0,0,0.0,0.0,10,10626,1
crystallographic-wyckoff-position-analysis,0,hybrid_top10,2,1,benchflow-ai--pymatgen|davila7--pymatgen|sunholo-data--parser-developer|mims-harvard--tooluniverse-protein-structure-retrieval|o2scale--kicad-file-format|benchflow-ai--constraint-parser|plurigrid--l-space|echoVic--base64-parser|fusengine--solid-detection|harryoung--excel-parser,benchflow-ai--pymatgen|benchflow-ai--sympy,benchflow-ai--pymatgen,1,1,0,0.5,0.1,9,29296,1
crystallographic-wyckoff-position-analysis,0,graph_semantic_seed3,2,1,benchflow-ai--pymatgen|davila7--pymatgen|sunholo-data--parser-developer|mims-harvard--tooluniverse-protein-structure-retrieval|o2scale--kicad-file-format|benchflow-ai--constraint-parser|jeremylongshore--email-parser|plurigrid--l-space|echoVic--base64-parser|fusengine--solid-detection,benchflow-ai--pymatgen|benchflow-ai--sympy,benchflow-ai--pymatgen,1,1,0,0.5,0.1,9,27505,1
crystallographic-wyckoff-position-analysis,0,graph_metadata_seed3,2,1,benchflow-ai--pymatgen|davila7--pymatgen|sunholo-data--parser-developer|mims-harvard--tooluniverse-protein-structure-retrieval|o2scale--kicad-file-format|benchflow-ai--constraint-parser|plurigrid--l-space|echoVic--base64-parser|fusengine--solid-detection|harryoung--excel-parser,benchflow-ai--pymatgen|benchflow-ai--sympy,benchflow-ai--pymatgen,1,1,0,0.5,0.1,9,29296,1
crystallographic-wyckoff-position-analysis,0,graph_all_content_seed3,2,1,benchflow-ai--pymatgen|davila7--pymatgen|sunholo-data--parser-developer|mims-harvard--tooluniverse-protein-structure-retrieval|o2scale--kicad-file-format|benchflow-ai--constraint-parser|jeremylongshore--email-parser|plurigrid--l-space|echoVic--base64-parser|fusengine--solid-detection,benchflow-ai--pymatgen|benchflow-ai--sympy,benchflow-ai--pymatgen,1,1,0,0.5,0.1,9,27505,1
crystallographic-wyckoff-position-analysis,0,graph_cv_corequired_seed3,2,1,benchflow-ai--pymatgen|davila7--pymatgen|sunholo-data--parser-developer|mims-harvard--tooluniverse-protein-structure-retrieval|o2scale--kicad-file-format|benchflow-ai--constraint-parser|plurigrid--l-space|echoVic--base64-parser|fusengine--solid-detection|harryoung--excel-parser,benchflow-ai--pymatgen|benchflow-ai--sympy,benchflow-ai--pymatgen,1,1,0,0.5,0.1,9,29296,1
crystallographic-wyckoff-position-analysis,0,graph_cv_all_seed3,2,1,benchflow-ai--pymatgen|davila7--pymatgen|sunholo-data--parser-developer|mims-harvard--tooluniverse-protein-structure-retrieval|o2scale--kicad-file-format|benchflow-ai--constraint-parser|jeremylongshore--email-parser|plurigrid--l-space|echoVic--base64-parser|fusengine--solid-detection,benchflow-ai--pymatgen|benchflow-ai--sympy,benchflow-ai--pymatgen,1,1,0,0.5,0.1,9,27505,1
crystallographic-wyckoff-position-analysis,0,graph_cv_all_seed5,2,1,benchflow-ai--pymatgen|davila7--pymatgen|sunholo-data--parser-developer|mims-harvard--tooluniverse-protein-structure-retrieval|o2scale--kicad-file-format|davila7--pdb-database|benchflow-ai--constraint-parser|moosegoose0701--pdb-database|jeremylongshore--email-parser|K-Dense-AI--alphafold-database,benchflow-ai--pymatgen|benchflow-ai--sympy,benchflow-ai--pymatgen,1,1,0,0.5,0.1,9,27580,1
crystallographic-wyckoff-position-analysis,0,graph_cv_prune_top20,2,1,benchflow-ai--pymatgen|davila7--pymatgen|sunholo-data--parser-developer|mims-harvard--tooluniverse-protein-structure-retrieval|o2scale--kicad-file-format|benchflow-ai--constraint-parser|jeremylongshore--email-parser|plurigrid--l-space|echoVic--base64-parser|fusengine--solid-detection,benchflow-ai--pymatgen|benchflow-ai--sympy,benchflow-ai--pymatgen,1,1,0,0.5,0.1,9,27505,1
crystallographic-wyckoff-position-analysis,0,graph_transductive_upper_bound,2,1,benchflow-ai--pymatgen|davila7--pymatgen|sunholo-data--parser-developer|benchflow-ai--sympy|mims-harvard--tooluniverse-protein-structure-retrieval|o2scale--kicad-file-format|benchflow-ai--constraint-parser|jeremylongshore--email-parser|plurigrid--l-space|echoVic--base64-parser,benchflow-ai--pymatgen|benchflow-ai--sympy,benchflow-ai--pymatgen|benchflow-ai--sympy,1,1,1,1.0,0.2,8,29542,0
dialogue-parser,0,bm25_top10,1,0,jeremylongshore--graphviz-dot-generator|mindmorass--graphviz-diagrams|mindmorass--image-to-diagram|benchflow-ai--dialogue-graph|michaelboeding--voice-generation|bytedance--podcast-generation|basher83--python-json-parsing|aedev-tools--kling-3-prompting|inference-sh--dialogue-audio|thim81--opportunity-solution-tree-builder,benchflow-ai--dialogue-graph,benchflow-ai--dialogue-graph,0,1,1,1.0,0.1,9,15592,0
dialogue-parser,0,hybrid_top10,1,0,benchflow-ai--dialogue-graph|jeremylongshore--graphviz-dot-generator|mindmorass--graphviz-diagrams|cloudai-x--world-labs-text-prompt|inference-sh--dialogue-audio|tul-sh--text-to-speech|rafaelcalleja--structured-output-fabric|thedivergentai--godot-dialogue-system|michaelboeding--voice-generation|patricio0312rev--structured-output-extractor,benchflow-ai--dialogue-graph,benchflow-ai--dialogue-graph,1,1,1,1.0,0.1,9,18193,0
dialogue-parser,0,graph_semantic_seed3,1,0,benchflow-ai--dialogue-graph|jeremylongshore--graphviz-dot-generator|mindmorass--graphviz-diagrams|inference-sh--dialogue-audio|cloudai-x--world-labs-text-prompt|thedivergentai--godot-dialogue-system|markdown-viewer--graphviz|tul-sh--text-to-speech|rafaelcalleja--structured-output-fabric|michaelboeding--voice-generation,benchflow-ai--dialogue-graph,benchflow-ai--dialogue-graph,1,1,1,1.0,0.1,9,15170,0
dialogue-parser,0,graph_metadata_seed3,1,0,benchflow-ai--dialogue-graph|jeremylongshore--graphviz-dot-generator|mindmorass--graphviz-diagrams|cloudai-x--world-labs-text-prompt|inference-sh--dialogue-audio|tul-sh--text-to-speech|rafaelcalleja--structured-output-fabric|thedivergentai--godot-dialogue-system|michaelboeding--voice-generation|outlinedriven--langgraph,benchflow-ai--dialogue-graph,benchflow-ai--dialogue-graph,1,1,1,1.0,0.1,9,15206,0
dialogue-parser,0,graph_all_content_seed3,1,0,benchflow-ai--dialogue-graph|jeremylongshore--graphviz-dot-generator|mindmorass--graphviz-diagrams|inference-sh--dialogue-audio|cloudai-x--world-labs-text-prompt|thedivergentai--godot-dialogue-system|markdown-viewer--graphviz|tul-sh--text-to-speech|rafaelcalleja--structured-output-fabric|mindmorass--image-to-diagram,benchflow-ai--dialogue-graph,benchflow-ai--dialogue-graph,1,1,1,1.0,0.1,9,13966,0
dialogue-parser,0,graph_cv_corequired_seed3,1,0,benchflow-ai--dialogue-graph|jeremylongshore--graphviz-dot-generator|mindmorass--graphviz-diagrams|cloudai-x--world-labs-text-prompt|inference-sh--dialogue-audio|tul-sh--text-to-speech|rafaelcalleja--structured-output-fabric|thedivergentai--godot-dialogue-system|michaelboeding--voice-generation|patricio0312rev--structured-output-extractor,benchflow-ai--dialogue-graph,benchflow-ai--dialogue-graph,1,1,1,1.0,0.1,9,18193,0
dialogue-parser,0,graph_cv_all_seed3,1,0,benchflow-ai--dialogue-graph|jeremylongshore--graphviz-dot-generator|mindmorass--graphviz-diagrams|inference-sh--dialogue-audio|cloudai-x--world-labs-text-prompt|thedivergentai--godot-dialogue-system|markdown-viewer--graphviz|tul-sh--text-to-speech|rafaelcalleja--structured-output-fabric|mindmorass--image-to-diagram,benchflow-ai--dialogue-graph,benchflow-ai--dialogue-graph,1,1,1,1.0,0.1,9,13966,0
dialogue-parser,0,graph_cv_all_seed5,1,0,benchflow-ai--dialogue-graph|jeremylongshore--graphviz-dot-generator|mindmorass--graphviz-diagrams|cloudai-x--world-labs-text-prompt|inference-sh--dialogue-audio|thedivergentai--godot-dialogue-system|tul-sh--text-to-speech|michaelboeding--voice-generation|markdown-viewer--graphviz|bytedance--podcast-generation,benchflow-ai--dialogue-graph,benchflow-ai--dialogue-graph,1,1,1,1.0,0.1,9,15061,0
dialogue-parser,0,graph_cv_prune_top20,1,0,benchflow-ai--dialogue-graph|jeremylongshore--graphviz-dot-generator|mindmorass--graphviz-diagrams|inference-sh--dialogue-audio|cloudai-x--world-labs-text-prompt|thedivergentai--godot-dialogue-system|markdown-viewer--graphviz|tul-sh--text-to-speech|rafaelcalleja--structured-output-fabric|michaelboeding--voice-generation,benchflow-ai--dialogue-graph,benchflow-ai--dialogue-graph,1,1,1,1.0,0.1,9,15170,0
dialogue-parser,0,graph_transductive_upper_bound,1,0,benchflow-ai--dialogue-graph|jeremylongshore--graphviz-dot-generator|mindmorass--graphviz-diagrams|inference-sh--dialogue-audio|cloudai-x--world-labs-text-prompt|thedivergentai--godot-dialogue-system|markdown-viewer--graphviz|tul-sh--text-to-speech|rafaelcalleja--structured-output-fabric|mindmorass--image-to-diagram,benchflow-ai--dialogue-graph,benchflow-ai--dialogue-graph,1,1,1,1.0,0.1,9,13966,0
energy-ac-optimal-power-flow,0,bm25_top10,3,1,benchflow-ai--ac-branch-pi-model|benchflow-ai--dc-power-flow|benchflow-ai--power-flow-data|omer-metin--energy-systems|Jeffallan--embedded-systems|benchflow-ai--economic-dispatch|github--power-bi-report-design-consultation|github--power-bi-dax-optimization|github--power-bi-model-design-review|github--flowstudio-power-automate-mcp,benchflow-ai--ac-branch-pi-model|benchflow-ai--casadi-ipopt-nlp|benchflow-ai--power-flow-data,benchflow-ai--ac-branch-pi-model|benchflow-ai--power-flow-data,1,1,0,0.6666666666666666,0.2,8,16479,1
energy-ac-optimal-power-flow,0,hybrid_top10,3,1,benchflow-ai--dc-power-flow|benchflow-ai--ac-branch-pi-model|benchflow-ai--economic-dispatch|benchflow-ai--power-flow-data|omer-metin--energy-systems|github--power-bi-model-design-review|benchflow-ai--casadi-ipopt-nlp|personamanagmentlayer--energy-expert|github--flowstudio-power-automate-mcp|github--power-bi-dax-optimization,benchflow-ai--ac-branch-pi-model|benchflow-ai--casadi-ipopt-nlp|benchflow-ai--power-flow-data,benchflow-ai--ac-branch-pi-model|benchflow-ai--power-flow-data|benchflow-ai--casadi-ipopt-nlp,0,1,1,1.0,0.3,7,19027,0
